1344428	100645940
1344428	100644628
1344428	100644629
1344428	100644606
1344428	100644632
1344428	100645856
1344428	100625059
1344428	100646009
1344428	100625079
1344428	100645546
1344428	100646017
1344428	100645821
4870504	100644628
4870504	100646087
4870504	100644606
4870504	100644632
4870504	100645856
4870504	100625059
4870504	100644629
4870504	100646009
4870504	100625079
4870504	100645546
4870504	100646017
4870504	100645821
4870504	100645825
8374865	100624984
2712947	100645940
2712947	100644628
2712947	100644629
2712947	100644606
2712947	100644632
2712947	100645856
2712947	100625059
2712947	100646009
2712947	100625079
2712947	100645546
2712947	100646017
2712947	100645821
2712947	100645825
2656818	100645940
2656818	100644628
2656818	100644629
2656818	100644606
2656818	100644632
2656818	100645856
2656818	100625059
2656818	100646009
2656818	100625079
2656818	100645546
2656818	100646017
2656818	100645821
2656818	100645825
1165419	100645575
1165419	100645816
1165419	100645503
1165419	100645854
1165419	100646087
1165419	100646009
1165419	100645940
472929	100646116
472929	100646114
472929	100646112
472929	100645933
472929	100645485
472929	100646137
5753906	100624984
2774657	100645940
2774657	100644628
2774657	100644629
2774657	100644606
2774657	100644632
2774657	100645856
2774657	100625059
2774657	100646009
2774657	100625079
2774657	100645546
2774657	100646017
2774657	100645821
2774657	100645825
5766850	100645575
5766850	100645816
5766850	100645503
5766850	100645854
5766850	100646087
5766850	100646009
5766850	100645940
1031596	100645940
1031596	100644628
1031596	100644629
1031596	100644606
1031596	100644632
1031596	100645856
1031596	100625059
1031596	100646009
1031596	100625079
1031596	100646017
1031596	100645821
1031596	100645825
1618229	100624984
558972	100646116
558972	100646114
558972	100646112
558972	100645933
558972	100645483
558972	100645485
558972	100646137
549557	100646116
549557	100646114
549557	100646112
549557	100645933
549557	100645485
549557	100646137
1058649	100645575
1058649	100645816
1058649	100646114
1058649	100645503
1058649	100646112
1058649	100646116
1058649	100645854
1058649	100645483
1058649	100645485
1058649	100645495
1058649	100645546
1058649	100646137
1041216	100646116
1041216	100646114
1041216	100646112
1041216	100645933
1041216	100645483
1041216	100645485
1041216	100646137
1193269	100624984
4261675	100645485
1205714	100645485
4505190	100645575
4505190	100645816
4505190	100645503
4505190	100645854
4505190	100646087
4505190	100646009
4505190	100645940
1201690	100624984
3770841	100646116
3770841	100646114
3770841	100646137
3770841	100646112
3770841	100645933
3770841	100645483
3770841	100645495
3770841	100646120
3342241	100645940
3342241	100644628
3342241	100644629
3342241	100644606
3342241	100644632
3342241	100645856
3342241	100625059
3342241	100646009
3342241	100625079
3342241	100645546
3342241	100646017
3342241	100645821
3342241	100645825
3404953	100646116
3404953	100645933
3404953	100645483
3404953	100645485
3404953	100645495
3404953	100646137
1002682	100645575
1002682	100645816
1002682	100645503
1002682	100645854
1002682	100646087
1002682	100646009
1002682	100645940
1196916	100646116
1196916	100646114
1196916	100646112
1196916	100645933
1196916	100645485
1196916	100645495
1196916	100646137
8244849	100646116
8244849	100646114
8244849	100645933
8244849	100645483
8244849	100645485
8244849	100645495
8244849	100646137
953251	100645575
953251	100645816
953251	100645854
1587375	100645575
1587375	100645816
1587375	100645503
1587375	100645854
1587375	100646087
1587375	100646009
1587375	100645940
5344670	100646444
5344670	100646327
5344670	100646345
2654493	100646444
2654493	100646327
2654493	100646345
5769952	100646444
5769952	100646327
5769952	100646345
3346939	100646444
3346939	100646327
3346939	100646345
177898	100646444
177898	100646327
177898	100646345
2800788	100646444
2800788	100646327
2800788	100646345
4542104	100646444
4542104	100646327
4542104	100646345
4176347	100646444
4176347	100646327
4176347	100646345
1180358	100646444
1180358	100646327
1180358	100646345
3906195	100646444
3906195	100646327
3906195	100646345
2667179	100646444
2667179	100646327
2667179	100646345
2791884	100646444
2791884	100646327
2791884	100646345
696286	100646444
696286	100646327
696286	100646345
5815540	100646444
5815540	100646327
5815540	100646345
2869154	100646444
2869154	100646327
2869154	100646345
4222791	100646444
4222791	100646327
4222791	100646345
2776730	100646444
2776730	100646327
2776730	100646345
1947858	100646444
1947858	100646327
1947858	100646345
2750117	100646444
2750117	100646327
2750117	100646345
1384753	100646444
1384753	100646327
1384753	100646722
1170433	100646444
1170433	100646327
1170433	100646345
2757110	100646444
2757110	100646327
2757110	100646345
1321736	100646444
1321736	100646327
1321736	100646345
4854491	100646444
4854491	100646327
4854491	100646345
3141779	100646444
3141779	100646327
3141779	100646345
5076055	100646444
5076055	100646327
5076055	100646345
3393037	100646444
3393037	100646327
3393037	100646345
1713585	100646444
1713585	100646327
1713585	100646345
2983526	100646444
2983526	100646327
2983526	100646345
4176281	100646444
4176281	100646327
4176281	100646345
2296385	100646444
2296385	100646327
2296385	100646345
4213073	100646444
4213073	100646327
4213073	100646345
2761176	100646327
2761176	100646345
4197581	100646444
4197581	100646327
4197581	100646345
2748151	100646444
2748151	100646345
2748151	100646722
1199848	100646444
1199848	100646327
1199848	100646345
4873167	100646444
4873167	100646327
4873167	100646345
234930	100646444
234930	100646327
234930	100646345
1260058	100646444
1260058	100646327
1260058	100646345
5848261	100646444
5848261	100646327
